Survey_StNo_HaulNo_Year,LATITUDE,LONGITUDE,Depth,Temperature,Salinity,Current_Speed,Grain_Size,Distance_to_Shore,F_LPUE,Scallop,MI_Av_E_Hr,MI_Av_LPUE,MI_Sum_Liv,Whelk,MmoAvScKwh,Cod_C,Cod_T,Cod_B,Cod_S,Haddock_C,Haddock_T,Haddock_B,Haddock_S,Plaice_C,Plaice_T,Plaice_B,Plaice_S,Whiting_C,Whiting_T,Whiting_B,Whiting_S,ComSkt_C,ComSkt_T,ComSkt_B,ComSkt_S,Blonde_C,Blonde_T,Blonde_S,C_Preds,T_Preds,B_Preds,S_Preds,Cuckoo,Thornback,Blonde,Spotted
BTS-VIIa/302/228/1998,53.1392,-4.65,37.39,15.305,34.468,0.88,0.429296875,12529.96484,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,30,28,8,30,8,8,6,8,0,0,0,0,0,0,0,38,36,14,38,0,0,0,8
BTS-VIIa/14/164/1999,54.68255,-4.22415,32.7,16.103,33.758,0.73,0.429296875,8246.210938,0,2769.6,0,0,0,0.522871246,7042.793594,4,0,0,4,0,0,0,0,40,38,14,40,114,60,2,118,0,0,0,0,0,0,0,158,98,16,162,0,0,0,0
BTS-VIIa/5/154/1999,54.67495,-3.6267,14.49,15.891,33.369,0.9,0.254375,4472.13623,0,110.4,0,0,0,0.37203059,10557.68208,2,0,0,6,0,0,0,0,74,44,12,88,56,6,0,62,0,0,0,0,0,0,0,132,50,12,156,0,2,0,2
BTS-VIIa/2/162/1999,54.71505,-4.5842,12.14,15.608,33.858,0.85,2.350328125,3162.277588,0,2769.6,0,0,0,0.522871246,7042.793594,10,0,0,12,2,0,0,2,216,34,6,246,98,12,0,118,0,0,0,0,0,0,0,326,46,6,378,0,2,0,0
BTS-VIIa/40/106/1999,53.3509,-4.2233,2.42,16.48,34.15,0.53,0.254375,1000,0,3155.722222,0,0,0,1.701607611,4824.284459,8,0,0,10,0,0,0,0,56,26,8,66,10,6,0,10,0,0,0,0,0,0,0,74,32,8,86,0,2,0,0
BTS-VIIa/37/104/1999,53.36995,-3.80495,13.99,16.703,34.209,0.78,0.975601563,4472.13623,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,438,120,10,442,0,0,0,0,0,0,0,0,0,0,0,438,120,10,442,0,0,0,0
BTS-VIIa/38/105/1999,53.37585,-3.97495,19.94,16.742,34.179,0.74,0.429296875,7810.25,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,174,14,0,174,0,0,0,0,0,0,0,0,0,0,0,174,14,0,174,0,0,0,2
BTS-VIIa/36/102/1999,53.40745,-3.6934,17.74,16.95,34.163,0.78,0.429296875,10816.6543,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,232,84,8,232,2,2,2,2,0,0,0,0,0,0,0,234,86,10,234,0,2,0,0
BTS-VIIa/220/188/1999,53.4275,-5.905,40.59,14.827,34.209,0.67,0.3340625,10630.14648,25.62103441,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,86,4,0,154,950,108,4,1088,136,0,0,214,0,0,0,0,0,0,0,1172,112,4,1456,0,0,0,4
BTS-VIIa/32/109/1999,53.4584,-3.42495,16.69,16.654,34.089,0.81,0.975601563,12369.31738,0,252.3425926,0,0,0,0.947617588,8391.788601,0,0,0,0,0,0,0,0,52,2,2,58,0,0,0,0,0,0,0,0,0,0,0,52,2,2,58,0,0,0,16
BTS-VIIa/409/190/1999,53.51495,-5.2884,64.68,14.027,34.202,1.07,0.3340625,47169.90625,26.47727273,1243.927777,0,0,0,0.035036051,4971.037695,14,2,2,14,6,2,0,10,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,26,10,2,30,10,0,0,0
BTS-VIIa/447/192/1999,53.5192,-5.0134,46.61,14.684,34.214,1.27,2.350328125,32557.64063,0,1243.927777,0,0,0,0.035036051,4971.037695,2,2,2,2,12,4,4,16,0,0,0,0,10,8,4,10,0,0,0,0,0,0,0,24,14,10,28,10,0,0,0
BTS-VIIa/49/110/1999,53.56165,-3.67755,33.01,16.799,34.011,0.85,0.909859375,26925.82227,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,52,44,6,52,0,0,0,0,0,0,0,0,0,0,0,52,44,6,52,0,6,0,2
BTS-VIIa/55/100/1999,53.575,-4.03915,45.84,16.342,34.049,1.12,0.909859375,25455.8457,0,11793.51481,7.1966666,88.18990187,3379.780636,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/419/98/1999,53.4842,-4.1983,38,16.426,34.121,1.34,2.350328125,10630.14648,0,3155.722222,0,0,0,1.701607611,4824.284459,6,0,0,10,0,0,0,0,0,0,0,0,22,18,8,22,0,0,0,0,0,0,0,28,18,8,32,0,0,0,0
BTS-VIIa/31/113/1999,53.5583,-3.30165,11.89,16.923,34.048,0.67,0.349609375,13000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,111,51,0,111,9,6,0,9,0,0,0,0,0,0,0,120,57,0,120,0,9,0,0
BTS-VIIa/47/111/1999,53.66245,-3.5816,30.79,16.729,33.933,0.81,0.429296875,33837.84766,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,128,86,2,128,0,0,0,0,0,0,0,0,0,0,0,128,86,2,128,0,0,0,0
BTS-VIIa/30/115/1999,53.6717,-3.2283,11.99,16.786,33.981,0.61,0.3340625,12649.11035,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,326,86,0,326,0,0,0,0,0,0,0,0,0,0,0,326,86,0,326,0,4,0,0
BTS-VIIa/214/187/1999,53.6008,-6.0984,10.33,15.721,34.184,0.47,0.254375,2236.068115,207.6338283,8536.822221,6,0,0,0.197,9228.522807,2,0,0,2,0,0,0,0,474,18,0,672,100,2,0,152,0,0,0,0,0,0,0,576,20,0,826,0,0,0,0
BTS-VIIa/408/180/1999,53.61755,-5.4534,99.32,12.253,34.21,0.78,0.254375,39849.71484,62.85635549,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,2,2,0,2,0,0,0,0,8,4,0,8,0,0,0,0,0,0,0,10,6,0,10,0,0,0,0
BTS-VIIa/27/117/1999,53.66495,-3.165,7.04,16.725,33.999,0.52,0.3340625,8944.272461,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,200,50,4,202,2,0,0,2,0,0,0,0,0,0,0,202,50,4,204,0,0,0,0
BTS-VIIa/28/116/1999,53.7508,-3.23415,12.4,16.775,33.705,0.73,0.254375,12041.59473,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,80,68,10,80,2,2,2,2,0,0,0,0,0,0,0,82,70,12,82,0,0,0,0
BTS-VIIa/54/122/1999,53.7416,-3.78085,38.1,16.233,34.005,0.86,2.350328125,46270.94141,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,74,66,4,74,0,0,0,0,0,0,0,0,0,0,0,74,66,4,74,2,4,0,10
BTS-VIIa/213/184/1999,53.8025,-5.9191,41.21,13.618,34.189,0.35,0.126875,19000,64.95243258,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,2,2,0,2,4,2,0,6,0,0,0,0,0,0,0,6,4,0,8,0,0,0,0
BTS-VIIa/423/124/1999,53.82245,-4.1975,47.04,15.694,34.072,1.17,0.975601563,38832.97656,0,11793.51481,25.09722183,85.08649036,14685.13615,1.715357282,10583.77024,8,6,6,8,4,4,4,4,4,4,4,4,6,6,2,6,0,0,0,0,2,2,2,24,22,16,24,0,0,2,0
BTS-VIIa/401/177/1999,53.7525,-4.78745,72.35,14.777,34.155,0.98,0.3340625,33000,0,11793.51481,0,0,0,1.715357282,10583.77024,2,0,0,2,10,0,0,12,6,6,0,6,40,16,2,40,0,0,0,0,0,0,0,58,22,2,60,2,0,0,4
BTS-VIIa/53/126/1999,53.8667,-3.9467,40.75,15.679,34.034,0.95,0.975601563,45453.27344,0,2287.111111,2,90.61538462,181.2307692,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/43/121/1999,53.8359,-3.5559,22.63,16.382,33.922,0.77,0.254375,32557.64063,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,78,78,4,78,4,4,2,4,0,0,0,0,0,0,0,82,82,6,82,0,2,0,0
BTS-VIIa/405/178/1999,53.83505,-5.2459,62.95,14.137,34.195,0.59,0.126875,37013.51172,58.35263747,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,16,0,0,0,0,0,0,0,16,2,0,16,2,0,0,0
BTS-VIIa/206/185/1999,53.8717,-6.1108,27.95,14.026,34.196,0.23,0.126875,10049.875,51.46917709,8536.822221,0,0,0,0.197,9228.522807,0,0,0,0,16,0,0,30,32,8,6,42,10,0,0,14,0,0,0,0,0,0,0,58,8,6,86,0,0,0,0
BTS-VIIa/23/120/1999,53.88415,-3.3384,11.83,16.554,33.711,0.85,0.254375,19000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,54,46,8,54,22,12,0,22,0,0,0,0,0,0,0,76,58,8,76,0,0,0,2
BTS-VIIa/42/128/1999,53.96585,-3.8041,32.9,15.583,34.025,0.73,0.3340625,39000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,20,16,2,20,0,0,0,0,0,0,0,0,0,0,0,20,16,2,20,0,0,0,2
BTS-VIIa/321/87/1999,52.3741,-4.2908,16.93,17.112,34.178,0.42,0.3340625,12529.96484,0,9966.455556,1.833332,290.9093025,533.3333333,0.894867407,5535.695809,0,0,0,0,0,0,0,0,96,14,0,100,2,0,0,2,0,0,0,0,0,0,0,98,14,0,102,0,10,0,4
BTS-VIIa/416/84/1999,52.4475,-4.7991,47.13,15.742,34.456,0.82,2.350328125,34058.77344,0,9966.455556,2,29.85714286,59.71428571,0.894867407,5535.695809,0,0,0,0,0,0,0,0,44,18,0,44,74,40,4,76,0,0,0,0,0,0,0,118,58,4,120,0,4,0,6
BTS-VIIa/430/203/1999,52.5025,-5.83745,69.27,14.663,34.389,1.4,2.350328125,25000,0,137.4555556,0,0,0,0.246811779,3008.668333,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,12,0,0,0
BTS-VIIa/316/89/1999,52.6525,-4.4325,16.44,16.679,34.201,0.44,2.350328125,15231.54688,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,9.795918367,4.897959184,0,9.795918367,1.224489796,1.224489796,0,1.224489796,0,0,0,0,0,0,0,11.02040816,6.12244898,0,11.02040816,0,7.346938776,0,20.81632653
BTS-VIIa/309/92/1999,52.6984,-4.5766,37.92,16.335,34.251,0.55,0.975601563,9848.857422,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,8,0,0,0,0,0,0,0,8,2,0,8,0,6,0,0
BTS-VIIa/233/201/1999,52.75495,-6.1117,12.55,16.097,34.243,0.8,0.3340625,2000,0,522.6481481,0,0,0,0,0,2,0,0,4,0,0,0,0,644,242,4,652,56,2,0,66,0,0,0,0,0,0,0,702,244,4,722,0,10,0,8
BTS-VIIa/313/90/1999,52.79585,-4.2608,11.79,16.665,34.135,0.27,0.3340625,8062.257813,0,2319.133333,0,0,0,0.502162825,4133.212082,4,0,0,6,0,0,0,0,24,8,0,28,30,0,0,40,0,0,0,0,0,0,0,58,8,0,74,0,2,0,0
BTS-VIIa/442/93/1999,52.9958,-4.81995,61.36,15.14,34.577,1.19,2.350328125,16278.82031,0,2319.133333,0,0,0,0.502162825,4133.212082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/441/197/1999,52.9208,-5.38085,61.5,14.768,34.244,1.49,1.3,41593.26953,0,137.4555556,0,0,0,0.246811779,3008.668333,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,0,4,0,0,0,0
BTS-VIIa/440/199/1999,53.1975,-5.7483,37.39,15.195,34.18,0.98,0.3340625,21189.62109,145.9251459,201.5888889,0,0,0,1.69340688,7822.992105,14,0,0,16,8,0,0,14,140,114,22,140,78,0,0,80,0,0,0,0,34,32,34,274,146,22,284,20,0,30,44
BTS-VIIa/302/95/1999,53.20665,-4.68745,35.43,15.536,34.379,1.27,0.975601563,7211.102539,0,3155.722222,0,0,0,1.701607611,4824.284459,0,0,0,0,0,0,0,0,116,82,2,116,82,64,16,84,0,0,0,0,0,0,0,198,146,18,200,0,0,0,0
BTS-VIIa/421/196/1999,53.1692,-5.22245,122.74,14.644,34.37,1.39,2.350328125,37643.05859,0,201.5888889,0,0,0,1.69340688,7822.992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BTS-VIIa/229/200/1999,53.20495,-5.9441,34.34,15.326,34.208,0.78,0.429296875,9055.385742,0,201.5888889,0,0,0,1.69340688,7822.992105,16,0,0,16,36,0,0,38,326,146,26,328,114,18,0,134,0,0,0,0,2,2,2,494,166,26,518,14,4,2,56
BTS-VIIa/41/129/1999,53.9783,-3.5525,22.66,16.118,33.934,0.69,0.254375,22825.42383,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,12,12,8,12,2,0,0,2,0,0,0,0,0,0,0,14,12,8,14,0,0,0,0
BTS-VIIa/12/133/1999,54.00505,-3.2791,14.01,16.061,33.295,0.92,0.909859375,7211.102539,0,638.4,0,0,0,1.388704883,4534.087343,28,4,0,30,0,0,0,0,192,96,22,194,284,136,22,336,0,0,0,0,0,0,0,504,236,44,560,0,2,0,0
BTS-VIIa/424/137/1999,53.9742,-4.51665,38.54,14.86,34.103,1.33,2.350328125,12083.0459,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/425/175/1999,53.9758,-4.97245,48.25,14.447,34.169,0.78,0.429296875,13601.4707,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,4,0,0,8,0,0,0,0,6,4,0,6,0,0,0,0,0,0,0,10,4,0,14,0,0,0,0
BTS-VIIa/22/139/1999,54.06745,-3.7933,41.15,15.379,34.033,0.64,0.3340625,34000,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/444/173/1999,54.1442,-5.48085,50.15,13.58,34.185,0.31,0.0471875,14764.82324,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,8,0,0,0,0,0,0,0,6,2,0,8,0,0,0,0
BTS-VIIa/10/135/1999,54.18915,-3.42165,12.38,15.932,33.893,0.47,0.975601563,5385.164551,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,324,122,8,328,40,14,0,58,0,0,0,0,0,0,0,364,136,8,386,0,0,0,0
BTS-VIIa/19/141/1999,54.1784,-3.6408,28.99,15.555,34.021,0.44,0.211875,17888.54492,67.47716837,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,2,2,2,2,10,6,0,10,0,0,0,0,0,0,0,12,8,2,12,0,0,0,0
BTS-VIIa/203/172/1999,54.1508,-5.7941,22.63,14.233,34.216,0.19,0.975601563,5385.164551,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,2,6,0,0,20,308,26,2,532,14,0,0,24,0,0,0,0,0,0,0,328,26,2,578,0,0,0,0
BTS-VIIa/9/147/1999,54.3325,-3.4783,19.74,15.73,33.789,0.52,0.975601563,4242.640625,0,638.4,0,0,0,1.388704883,4534.087343,2,0,0,4,0,0,0,0,112,84,32,112,12,10,2,12,0,0,0,0,0,0,0,126,94,34,128,0,4,0,0
BTS-VIIa/18/149/1999,54.35495,-3.92165,38.98,15.744,33.982,0.56,0.254375,24839.48438,30.4785794,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/17/142/1999,54.39755,-3.65915,22.94,15.965,33.661,0.51,0.126875,9219.543945,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,8,8,8,8,0,0,0,0
BTS-VIIa/16/151/1999,54.4884,-3.6833,20.98,15.939,33.403,0.57,0.126875,3605.55127,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,6,6,4,6,2,2,0,2,0,0,0,0,0,0,0,8,8,4,8,0,0,0,0
BTS-VIIa/7/153/1999,54.6016,-3.6442,9.09,15.882,33.21,0.53,0.254375,4123.105469,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,366,232,16,366,38,26,0,50,0,0,0,0,0,0,0,404,258,16,416,0,0,0,0
BTS-VIIa/15/167/1999,54.58745,-3.9659,32.14,16.163,33.829,0.7,0.3340625,21000,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,2,0,0,0,0,102,94,10,102,12,4,0,12,0,0,0,0,0,0,0,114,98,10,116,0,0,0,0
BTS-VIIa/6/156/1999,54.6609,-3.82085,21.02,16.146,33.678,0.66,0.254375,15811.3877,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,304,80,16,324,26,4,0,40,0,0,0,0,0,0,0,330,84,16,364,0,2,0,0
BTS-VIIa/15/152/2000,54.58745,-3.96415,31.89,16.163,33.829,0.7,0.3340625,21000,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,168,118,6,168,0,0,0,0,0,0,0,0,0,0,0,168,118,6,168,0,0,0,0
BTS-VIIa/6/153/2000,54.70085,-3.73,13.78,15.895,33.524,0.84,0.429296875,11180.33984,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,118,34,6,140,8,6,0,8,0,0,0,0,0,0,0,126,40,6,148,0,0,0,0
BTS-VIIa/14/157/2000,54.6859,-4.2209,33.35,16.103,33.758,0.73,0.429296875,8246.210938,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,0,0,0,0,296,158,32,306,20,14,0,24,0,0,0,0,0,0,0,316,172,32,330,0,0,0,0
BTS-VIIa/5/151/2000,54.6717,-3.6291,12.69,15.891,33.369,0.9,0.254375,4123.105469,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,2,0,0,0,0,78,42,12,88,78,14,0,98,0,0,0,0,0,0,0,156,56,12,188,0,6,0,0
BTS-VIIa/2/166/2000,54.72,-4.59085,10.81,15.608,33.861,0.83,2.350328125,2828.427002,0,2769.6,0,0,0,0.522871246,7042.793594,0,0,0,0,2,0,0,2,212,38,8,316,0,0,0,0,0,0,0,0,0,0,0,214,38,8,318,0,0,0,0
BTS-VIIa/214/186/2000,53.6059,-6.09995,10.02,15.721,34.184,0.43,0.254375,3162.277588,207.6338283,8536.822221,6,0,0,0.197,9228.522807,8,0,0,12,0,0,0,0,248,22,8,316,52,0,0,88,0,0,0,0,0,0,0,308,22,8,416,0,0,0,0
BTS-VIIa/408/189/2000,53.62245,-5.4534,99.87,12.253,34.21,0.78,0.254375,40162.17188,62.85635549,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
BTS-VIIa/27/125/2000,53.7342,-3.165,5.75,16.834,33.19,0.61,0.429296875,8246.210938,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,146,34,2,146,16,10,0,18,0,0,0,0,0,0,0,162,44,2,164,0,0,0,0
BTS-VIIa/54/169/2000,53.7416,-3.7758,37.9,16.233,34.005,0.86,2.350328125,46270.94141,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,48,38,6,48,0,0,0,0,0,0,0,0,0,0,0,48,38,6,48,0,2,0,4
BTS-VIIa/28/128/2000,53.7425,-3.3491,18.17,16.741,33.855,0.8,0.349609375,20024.98438,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,160,82,8,160,66,60,6,70,0,0,0,0,0,0,0,226,142,14,230,0,0,0,0
BTS-VIIa/401/176/2000,53.81995,-4.75085,79.88,14.649,34.148,1,0.975601563,26305.89258,0,11793.51481,12.9666666,88.1706527,8150.370296,1.715357282,10583.77024,6,0,0,8,12,10,6,12,22,18,0,22,20,18,2,20,0,0,0,0,0,0,0,60,46,8,62,2,0,0,4
BTS-VIIa/423/173/2000,53.8242,-4.1917,46.53,15.648,34.07,1.15,0.975601563,38832.97656,0,11793.51481,25.09722183,85.08649036,14685.13615,1.715357282,10583.77024,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,8,6,8,0,0,0,0
BTS-VIIa/213/185/2000,53.7334,-5.8925,47.45,13.594,34.186,0.42,0.126875,20615.52734,63.09171468,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/43/129/2000,53.8367,-3.55665,22.96,16.35,33.926,0.76,0.254375,33241.53906,0,2287.111111,0,0,0,0.317249829,13490.21972,4,0,0,6,0,0,0,0,12,10,2,12,82,64,2,90,0,0,0,0,0,0,0,98,74,4,108,0,0,0,0
BTS-VIIa/53/170/2000,53.8125,-3.9708,39.1,15.826,34.032,0.99,2.350328125,49244.28906,0,2287.111111,2,58.58333333,234.3333333,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BTS-VIIa/405/180/2000,53.83915,-5.22745,62.96,14.265,34.191,0.61,0.126875,35608.98438,65.51946765,1243.927777,0,0,0,0.035036051,4971.037695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/23/130/2000,53.9267,-3.2333,12.85,16.52,33.455,1.05,2.350328125,12041.59473,0,2287.111111,0,0,0,0.317249829,13490.21972,8,0,0,14,0,0,0,0,118,50,6,120,56,46,4,62,0,0,0,0,0,0,0,182,96,10,196,0,0,0,0
BTS-VIIa/206/184/2000,53.86505,-6.11,28.24,14.026,34.196,0.23,0.126875,10049.875,59.6125718,8536.822221,0,0,0,0.197,9228.522807,2,0,0,2,0,0,0,0,54,2,0,62,2,0,0,2,0,0,0,0,0,0,0,58,2,0,66,0,0,0,0
BTS-VIIa/42/139/2000,53.9667,-3.8116,33.53,15.568,34.027,0.75,0.3340625,39000,0,2287.111111,0,0,0,0.317249829,13490.21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/12/133/2000,53.9984,-3.27745,14.76,16.061,33.295,0.92,0.909859375,7211.102539,0,2287.111111,0,0,0,0.317249829,13490.21972,14,0,0,14,0,0,0,0,130,58,6,130,78,56,2,78,0,0,0,0,0,0,0,222,114,8,222,0,0,0,0
BTS-VIIa/41/138/2000,53.9116,-3.6275,28.45,16.059,33.969,0.73,0.254375,30805.84375,0,2287.111111,0,0,0,0.317249829,13490.21972,2,2,2,2,0,0,0,0,14,14,4,14,2,2,0,4,0,0,0,0,0,0,0,18,18,6,20,0,0,0,0
BTS-VIIa/425/179/2000,54.04745,-4.9933,73.99,14.353,34.177,0.69,0.349609375,12000,0,56913.35556,0,0,0,0.333495637,3748.450618,0,0,0,2,8,2,0,8,0,0,0,0,14,14,0,14,0,0,0,0,0,0,0,22,16,0,24,2,0,0,2
BTS-VIIa/424/174/2000,53.9766,-4.51255,38.17,14.86,34.103,1.33,2.350328125,13416.40723,0,11793.51481,0,0,0,1.715357282,10583.77024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/22/140/2000,54.05085,-3.9191,44.6,15.398,34.037,0.77,0.3340625,34885.52734,41.59090909,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,30,26,0,30,0,0,0,0,0,0,0,0,0,0,0,30,26,0,30,0,0,0,0
BTS-VIIa/444/182/2000,54.14495,-5.47995,50.15,13.58,34.185,0.31,0.0471875,14764.82324,0,7886.733333,0,0,0,0.103841552,2834.975551,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0
BTS-VIIa/10/134/2000,54.18835,-3.4017,10,15.781,33.897,0.49,0.975601563,3605.55127,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,284,126,6,294,2,0,0,8,0,0,0,0,0,0,0,286,126,6,302,0,0,0,0
BTS-VIIa/19/135/2000,54.1316,-3.5525,23.46,16.034,33.953,0.5,0.126875,16124.51563,101.6810359,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,22,20,12,22,0,0,0,0,0,0,0,0,0,0,0,22,20,12,22,0,0,0,0
BTS-VIIa/203/183/2000,54.14755,-5.7933,21.63,14.122,34.206,0.23,0.975601563,5830.95166,0,7886.733333,0,0,0,0.103841552,2834.975551,2,0,0,2,42,30,0,44,368,10,0,522,146,84,0,154,0,0,0,0,0,0,0,558,124,0,722,0,0,0,0
BTS-VIIa/18/142/2000,54.3584,-3.89745,39.88,15.786,33.983,0.55,0.254375,23345.23633,29.86020305,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,2,8,6,2,8,6,4,0,8,0,0,0,0,0,0,0,14,10,2,18,0,0,0,0
BTS-VIIa/9/144/2000,54.26335,-3.4959,12.94,15.851,33.899,0.5,0.254375,6082.762695,0,638.4,0,0,0,1.388704883,4534.087343,6,4,0,6,0,0,0,0,112,70,12,114,2,2,0,4,0,0,0,0,0,0,0,120,76,12,124,0,0,0,0
BTS-VIIa/17/143/2000,54.39335,-3.66495,23.63,15.999,33.635,0.52,0.126875,9219.543945,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS-VIIa/16/149/2000,54.48585,-3.6841,20.98,15.939,33.403,0.57,0.126875,3605.55127,0,638.4,0,0,0,1.388704883,4534.087343,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0
BTS-VIIa/7/150/2000,54.60505,-3.63,8.9,15.905,33.006,0.6,0.126875,3162.277588,0,110.4,0,0,0,0.37203059,10557.68208,0,0,0,0,0,0,0,0,186,136,20,186,14,6,2,16,0,0,0,0,0,0,0,200,142,22,202,0,4,0,0
BTS-VIIa/321/92/2000,52.38665,-4.29745,16.03,17.028,34.188,0.41,0.3340625,12369.31738,0,9966.455556,1.833332,290.9093025,533.3333333,0.894867407,5535.695809,0,0,0,0,0,0,0,0,68,14,0,68,0,0,0,0,0,0,0,0,0,0,0,68,14,0,68,0,8,0,14
